2025-05-20,00:46:16,None
2025-05-20,00:46:20,None
2025-05-20,00:46:23,None
2025-05-20,00:46:26,None
2025-05-20,00:46:29,ты ни один ты не
2025-05-20,00:46:33,один ни один день не азии
2025-05-20,00:46:36,None
2025-05-20,02:39:00,None
2025-05-20,02:39:04,None
2025-05-20,02:39:07,None
2025-05-20,02:39:10,None
2025-05-20,03:14:37,None
2025-05-20,03:14:41,None
2025-05-20,03:14:44,None
2025-05-20,03:14:47,None
2025-05-20,03:14:51,None
2025-05-20,03:14:55,None
2025-05-20,03:14:58,None
2025-05-20,03:17:13,None
2025-05-20,03:17:17,None
2025-05-20,03:20:54,None
2025-05-20,03:20:58,None
2025-05-20,03:28:37,None
2025-05-20,03:28:41,None
2025-05-20,03:28:44,None
2025-05-20,03:28:47,None
2025-05-20,03:28:50,None
2025-05-20,03:28:54,None
2025-05-20,03:28:58,None
2025-05-20,03:29:02,None
2025-05-20,03:29:05,None
2025-05-20,03:29:08,None
2025-05-20,03:29:12,None
2025-05-20,03:29:15,None
2025-05-20,03:29:18,None
2025-05-20,03:29:21,None
2025-05-20,03:29:24,None
2025-05-20,03:55:17,None
2025-05-20,03:55:20,звук
2025-05-20,03:55:23,луксор лук звук звук звук звук звук звук
2025-05-20,03:55:27,звуки желудок
2025-05-20,03:55:30,None
2025-05-20,03:56:24,None
2025-05-20,03:56:27,звук звук звук звонок звук
2025-05-20,03:56:31,звук
2025-05-20,03:58:48,None
2025-05-20,03:58:51,ное снова
2025-05-20,03:58:55,чаю чай лихачев что снова мы гуляли
2025-05-20,03:58:58,да озарить хочу я великие луки
2025-05-20,04:01:41,None
2025-05-20,04:01:45,None
2025-05-20,04:01:48,None
2025-05-20,04:01:51,None
2025-05-20,04:01:54,None
2025-05-20,04:01:58,None
2025-05-20,04:02:01,None
2025-05-20,04:02:04,None
2025-05-20,04:02:07,None
2025-05-20,04:02:10,None
2025-05-20,04:02:14,None
2025-05-20,04:02:36,None
2025-05-20,04:02:40,None
2025-05-20,04:02:43,None
2025-05-20,04:02:46,None
2025-05-20,04:02:49,None
2025-05-20,04:02:53,None
2025-05-20,04:02:56,None
2025-05-20,04:02:59,None
2025-05-20,04:32:19,None
2025-05-20,04:32:23,двадцать два раз-два-три раз-два-три раз-два-три
2025-05-20,04:50:41,None
2025-05-20,04:50:45,None
2025-05-20,04:50:48,None
2025-05-20,04:50:52,None
2025-05-20,04:50:56,None
2025-05-20,04:50:59,None
2025-05-20,04:51:03,None
2025-05-20,04:51:07,None
2025-05-20,04:51:11,None
2025-05-20,04:51:14,None
2025-05-20,04:51:18,говорю раз-два-три раз-два-три раз-два-три раз-два-три
2025-05-20,04:51:22,а три два три триера два три
2025-05-20,04:51:26,None
2025-05-20,04:51:29,метод который будет чон я думаю потому
2025-05-20,04:51:33,сейчас сейчас боевик говорить
2025-05-20,04:51:37,можешь быть не моложе
